"Name","Country","Region","Winery","Rating","NumberOfRatings","Price","Year","Type","name_winery_region"
"Sauvignon Blanc 2019","South Africa","Stellenbosch","Anura",3.5,49,9.99,2019,"White","Sauvignon Blanc 2019 - Anura, Stellenbosch"
"Luberon 2019","France","Luberon","Famille Perrin",3.6,49,5.71,2019,"White","Luberon 2019 - Famille Perrin, Luberon"
"Branco (Antão Vaz - Viognier - Verdelho) 2018","Portugal","Alentejano","Ciconia",3.5,49,4.92,2018,"White","Branco (Antão Vaz - Viognier - Verdelho) 2018 - Ciconia, Alentejano"
"Montserre Chablis 2017","France","Chablis","Château de Béru",4.2,49,35,2017,"White","Montserre Chablis 2017 - Château de Béru, Chablis"
"Wehlener Sonnenuhr Riesling Kabinett 2018","Germany","Wehlen","Schloss Lieser",3.8,49,15.9,2018,"White","Wehlener Sonnenuhr Riesling Kabinett 2018 - Schloss Lieser, Wehlen"
"Sauvignon 2019","Italy","Colli Orientali del Friuli","Livio Felluga",3.9,49,18.9,2019,"White","Sauvignon 2019 - Livio Felluga, Colli Orientali del Friuli"
"Sauvignon Blanc Organic 2019","Chile","Casablanca Valley","Veramonte",3.5,49,8.4,2019,"White","Sauvignon Blanc Organic 2019 - Veramonte, Casablanca Valley"
"Solaris Chorb Rheinau 2018","Switzerland","Zürich","Staatskellerei Zürich",3.8,49,22.91,2018,"White","Solaris Chorb Rheinau 2018 - Staatskellerei Zürich, Zürich"
"La Froscà Soave Classico 2016","Italy","Soave Classico","Gini",3.8,49,21.45,2016,"White","La Froscà Soave Classico 2016 - Gini, Soave Classico"
"Les Grands Calcaires Cotes du Rhône 2017","France","Côtes-du-Rhône","Domaine Santa Duc",3.6,49,9.2,2017,"White","Les Grands Calcaires Cotes du Rhône 2017 - Domaine Santa Duc, Côtes-du-Rhône"
"Chardonnay Puglia 2019","Italy","Puglia","Tormaresca",3.6,49,7.39,2019,"White","Chardonnay Puglia 2019 - Tormaresca, Puglia"
"Chardonnay 2018","New Zealand","Marlborough","Nautilus",4.1,49,19.9,2018,"White","Chardonnay 2018 - Nautilus, Marlborough"
"Pittermännchen Riesling GG 2015","Germany","Nahe","Diel",3.8,49,47.76,2015,"White","Pittermännchen Riesling GG 2015 - Diel, Nahe"
"Meursault-Charmes Premier Cru 2015","France","Meursault 1er Cru 'Charmes'","Domaine Jean Monnier & Fils",4.2,49,90.2,2015,"White","Meursault-Charmes Premier Cru 2015 - Domaine Jean Monnier & Fils, Meursault 1er Cru 'Charmes'"
"Chablis Grand Cru 'Les Preuses' 2015","France","Chablis Grand Cru 'Preuses'","Domaine William Fèvre",4.1,49,97.81,2015,"White","Chablis Grand Cru 'Les Preuses' 2015 - Domaine William Fèvre, Chablis Grand Cru 'Preuses'"
"Riverbank Riesling 2017","United States","Arroyo Seco","Wente",3.6,49,12.23,2017,"White","Riverbank Riesling 2017 - Wente, Arroyo Seco"
"Alte Reben Grüner Veltliner 2016","Austria","Niederösterreich","Kracher & Sohm",4,49,14.65,2016,"White","Alte Reben Grüner Veltliner 2016 - Kracher & Sohm, Niederösterreich"
"Chardonnay 2016","New Zealand","Marlborough","Greywacke",3.8,49,29.5,2016,"White","Chardonnay 2016 - Greywacke, Marlborough"
"Bell-Ringer Albariño 2015","New Zealand","Gisborne","Coopers Creek",3.7,49,12.5,2015,"White","Bell-Ringer Albariño 2015 - Coopers Creek, Gisborne"
"Eylo Rueda 2017","Spain","Castilla y León","Val de Vid",3.5,49,6.23,2017,"White","Eylo Rueda 2017 - Val de Vid, Castilla y León"
"Collio Friulano 2018","Italy","Collio","Schiopetto",3.9,49,17.9,2018,"White","Collio Friulano 2018 - Schiopetto, Collio"
"Riesling 2018","Germany","Rheinhessen","Schätzel",3.6,49,12.1,2018,"White","Riesling 2018 - Schätzel, Rheinhessen"
"Vieilles Vignes Chablis 2013","France","Chablis","Roland Lavantureux",3.9,49,52,2013,"White","Vieilles Vignes Chablis 2013 - Roland Lavantureux, Chablis"
"Vigna Runc Friulano 2016","Italy","Friuli-Venezia Giulia","Il Carpino",3.7,49,14.73,2016,"White","Vigna Runc Friulano 2016 - Il Carpino, Friuli-Venezia Giulia"
"Les Cépages Sauvignon Blanc 2018","France","Pays d'Oc","Baron Philippe de Rothschild",3.1,50,7.75,2018,"White","Les Cépages Sauvignon Blanc 2018 - Baron Philippe de Rothschild, Pays d'Oc"
"Grillo 2018","Italy","Terre Siciliane","Poggio Graffetta",4,50,9.5,2018,"White","Grillo 2018 - Poggio Graffetta, Terre Siciliane"
"Condrieu 2017","France","Condrieu","Tardieu-Laurent",3.8,50,47.2,2017,"White","Condrieu 2017 - Tardieu-Laurent, Condrieu"
"Gianni Masciarelli Trebbiano d'Abruzzo 2018","Italy","Trebbiano d'Abruzzo","Masciarelli",3.7,50,7.66,2018,"White","Gianni Masciarelli Trebbiano d'Abruzzo 2018 - Masciarelli, Trebbiano d'Abruzzo"
"Castello della Sala Conte della Vipera 2019","Italy","Umbria","Antinori",4.1,50,20.85,2019,"White","Castello della Sala Conte della Vipera 2019 - Antinori, Umbria"
"Viré-Clessé 2015","France","Viré-Clessé","Chanson",3.8,50,18.08,2015,"White","Viré-Clessé 2015 - Chanson, Viré-Clessé"
"Danger 380 Volts 2019","Czech Republic","Morava","Milan Nestarec",4.1,50,21.9,2019,"White","Danger 380 Volts 2019 - Milan Nestarec, Morava"
"Maximin Grünhäuser Herrenberg Riesling Kabinett 2018","Germany","Mosel","Maximin Grünhaus",4.1,50,15.5,2018,"White","Maximin Grünhäuser Herrenberg Riesling Kabinett 2018 - Maximin Grünhaus, Mosel"
"Trebes Ribolla Gialla 2017","Italy","Collio","Attems",3.9,50,18.42,2017,"White","Trebes Ribolla Gialla 2017 - Attems, Collio"
"Gewürztraminer 2019","Italy","Südtirol - Alto Adige","Terlan (Terlano)",3.9,50,13.54,2019,"White","Gewürztraminer 2019 - Terlan (Terlano), Südtirol - Alto Adige"
"Nicole Vineyard Viognier Réserve 2019","France","Pays d'Oc","Paul Mas",3.7,50,8.32,2019,"White","Nicole Vineyard Viognier Réserve 2019 - Paul Mas, Pays d'Oc"
"Wallufer Walkenberg Riesling Spätlese Trocken 1998","Germany","Rheingau","J.B. Becker",4.1,50,25,1998,"White","Wallufer Walkenberg Riesling Spätlese Trocken 1998 - J.B. Becker, Rheingau"
"Rosengarten Rüdesheim Monopole GG 2016","Germany","Rheingau","Leitz",4.1,50,38.99,2016,"White","Rosengarten Rüdesheim Monopole GG 2016 - Leitz, Rheingau"
"Langhe Chardonnay 2017","Italy","Langhe","Enzo Boglietti",3.8,50,15.5,2017,"White","Langhe Chardonnay 2017 - Enzo Boglietti, Langhe"
"Lahn Sauvignon 2019","Italy","Südtirol - Alto Adige","St. Michael-Eppan",3.9,50,11.54,2019,"White","Lahn Sauvignon 2019 - St. Michael-Eppan, Südtirol - Alto Adige"
"Sistina Pecorino Terre di Chieti 2019","Italy","Terre di Chieti","Citra",3.7,50,6.73,2019,"White","Sistina Pecorino Terre di Chieti 2019 - Citra, Terre di Chieti"
"ST23 Weissburgunder Trocken 2016","Germany","Mosel","Weinhaus Gebruder Steffen",3.4,50,5.63,2016,"White","ST23 Weissburgunder Trocken 2016 - Weinhaus Gebruder Steffen, Mosel"
"Weissburgunder Trocken 2017","Germany","Nahe","Dönnhoff",3.6,50,11.9,2017,"White","Weissburgunder Trocken 2017 - Dönnhoff, Nahe"
"Wiener Grüner Veltliner 2017","Austria","Wien","Wieninger",3.3,50,13.69,2017,"White","Wiener Grüner Veltliner 2017 - Wieninger, Wien"
"Chablis 1er Cru 'Vau Ligneau' 2018","France","Chablis 1er Cru 'Vau Ligneau'","Alain Geoffroy",3.6,50,24.18,2018,"White","Chablis 1er Cru 'Vau Ligneau' 2018 - Alain Geoffroy, Chablis 1er Cru 'Vau Ligneau'"
"Blandine Le Blanc 2018","France","Côtes de Gascogne","Château du Cèdre",3.6,50,5.9,2018,"White","Blandine Le Blanc 2018 - Château du Cèdre, Côtes de Gascogne"
"Chardonnay 2018","Australia","South Australia","Oxford Landing",3.1,50,8.78,2018,"White","Chardonnay 2018 - Oxford Landing, South Australia"
"Volz Riesling 2016","Germany","Wiltingen","Van Volxem",4.3,50,31.19,2016,"White","Volz Riesling 2016 - Van Volxem, Wiltingen"
"Cavanera Ripa di Scorciavacca Etna Bianco 2017","Italy","Etna","Firriato",3.8,50,19.99,2017,"White","Cavanera Ripa di Scorciavacca Etna Bianco 2017 - Firriato, Etna"
"Kirchspiel Riesling GG 2017","Germany","Rheinhessen","Wittmann",4.2,50,51.8,2017,"White","Kirchspiel Riesling GG 2017 - Wittmann, Rheinhessen"
"Eight Rows Sauvignon Blanc 2019","South Africa","Durbanville","Diemersdal",4,50,18.5,2019,"White","Eight Rows Sauvignon Blanc 2019 - Diemersdal, Durbanville"
"The Wine Collection Sauvignon 2016","Italy","Südtirol - Alto Adige","St. Michael-Eppan",4.7,50,142.01,2016,"White","The Wine Collection Sauvignon 2016 - St. Michael-Eppan, Südtirol - Alto Adige"
"Petit Chablis 2017","France","Petit Chablis","Château de Chemilly",4,50,13.9,2017,"White","Petit Chablis 2017 - Château de Chemilly, Petit Chablis"
"Zeltinger Schlossberg Riesling Trockenbeerenauslese 2006","Germany","Mosel","Markus Molitor",4.6,51,95.55,2006,"White","Zeltinger Schlossberg Riesling Trockenbeerenauslese 2006 - Markus Molitor, Mosel"
"Vom Stein Pinot Bianco 2018","Italy","Südtirol - Alto Adige","Castelfeder",3.6,51,9.25,2018,"White","Vom Stein Pinot Bianco 2018 - Castelfeder, Südtirol - Alto Adige"
"Wolfer Sonnenlay Riesling Kabinett 2017","Germany","Mosel","Weiser-Künstler",3.9,51,13.9,2017,"White","Wolfer Sonnenlay Riesling Kabinett 2017 - Weiser-Künstler, Mosel"
"Tradition Grüner Veltliner 2017","Austria","Weinviertel","Dürnberg",3.8,51,11.5,2017,"White","Tradition Grüner Veltliner 2017 - Dürnberg, Weinviertel"
"Scheurebe Trocken 2018","Germany","Pfalz","Weingut Weegmüller",3.7,51,8.4,2018,"White","Scheurebe Trocken 2018 - Weingut Weegmüller, Pfalz"
"Circle of Life White 2016","South Africa","Stellenbosch","Waterkloof",4,51,16.9,2016,"White","Circle of Life White 2016 - Waterkloof, Stellenbosch"
"Les Vieilles Vignes Chablis 2017","France","Chablis","Pascal Bouchard",4.1,51,23.5,2017,"White","Les Vieilles Vignes Chablis 2017 - Pascal Bouchard, Chablis"
"Trittenheimer Apotheke Riesling Kabinett 2017","Germany","Mosel","Ansgar Clüsserath",4,51,14.26,2017,"White","Trittenheimer Apotheke Riesling Kabinett 2017 - Ansgar Clüsserath, Mosel"
"Verdejo 2019","Spain","Rueda","Val de Vid",3.6,51,9.65,2019,"White","Verdejo 2019 - Val de Vid, Rueda"
"Riesling Berg Roseneck Kabinett Trocken 2012","Germany","Rheingau","Künstler",4,51,17.29,2012,"White","Riesling Berg Roseneck Kabinett Trocken 2012 - Künstler, Rheingau"
"Chardonnay 2018","Italy","Terre Siciliane","Feudi Branciforti dei Bordonaro",3.5,51,6.9,2018,"White","Chardonnay 2018 - Feudi Branciforti dei Bordonaro, Terre Siciliane"
"Extra Blanc 2018","France","Languedoc-Roussillon","Gérard Bertrand",3.4,51,10.68,2018,"White","Extra Blanc 2018 - Gérard Bertrand, Languedoc-Roussillon"
"Viognier 2016","Germany","Pfalz","Oliver Zeter",3.9,51,16.58,2016,"White","Viognier 2016 - Oliver Zeter, Pfalz"
"Kranachberg Sauvignon Blanc 2016","Austria","Südsteiermark","Sattlerhof",4.1,51,41.58,2016,"White","Kranachberg Sauvignon Blanc 2016 - Sattlerhof, Südsteiermark"
"Als Wär's ein Stück Von Mir 2015","Germany","Rheinhessen","Weingut Gunderloch",3.6,51,11.4,2015,"White","Als Wär's ein Stück Von Mir 2015 - Weingut Gunderloch, Rheinhessen"
"Chardonnay 2017","United States","California","Stone Barn",3.8,51,7.6,2017,"White","Chardonnay 2017 - Stone Barn, California"
"Collezione Lugana 2018","Italy","Lugana","Bertani",3.4,51,11.63,2018,"White","Collezione Lugana 2018 - Bertani, Lugana"
"Loibner Grüner Veltliner Smaragd Vinothekfüllung 2018","Austria","Wachau","Weingut Knoll",4.2,51,45,2018,"White","Loibner Grüner Veltliner Smaragd Vinothekfüllung 2018 - Weingut Knoll, Wachau"
"Lenz Riesling 2017","Germany","Nahe","Emrich-Schönleber",4,51,12,2017,"White","Lenz Riesling 2017 - Emrich-Schönleber, Nahe"
"Scharzhofberger P Riesling 2015","Germany","Wiltingen","Van Volxem",4.1,51,44.95,2015,"White","Scharzhofberger P Riesling 2015 - Van Volxem, Wiltingen"
"Iphöfer Kronsberg Scheurebe Alte Reben 2017","Germany","Franken","Hans Wirsching",4.2,52,20.89,2017,"White","Iphöfer Kronsberg Scheurebe Alte Reben 2017 - Hans Wirsching, Franken"
"Vom Schiefer Riesling Trocken 2018","Germany","Mosel","Ansgar Clüsserath",3.7,52,9.26,2018,"White","Vom Schiefer Riesling Trocken 2018 - Ansgar Clüsserath, Mosel"
"Piesporter Goldtröpfchen Riesling Feinherb 2016","Germany","Mosel","Ansgar Clüsserath",3.9,52,15.4,2016,"White","Piesporter Goldtröpfchen Riesling Feinherb 2016 - Ansgar Clüsserath, Mosel"
"Sulz Morillon 2013","Austria","Südsteiermark","Tement",4,52,34.73,2013,"White","Sulz Morillon 2013 - Tement, Südsteiermark"
"Custoza 2018","Italy","Bianco di Custoza","Menegotti",3.6,52,7.25,2018,"White","Custoza 2018 - Menegotti, Bianco di Custoza"
"Petit Salé de Villeneuve 2019","France","Provence","Château de Roquefort",3.7,52,12.9,2019,"White","Petit Salé de Villeneuve 2019 - Château de Roquefort, Provence"
"Schweigen Chardonnay 2017","Germany","Pfalz","Friedrich Becker",4.1,52,23.06,2017,"White","Schweigen Chardonnay 2017 - Friedrich Becker, Pfalz"
"Private Selection Vinhas Velhas Branco 2016","Portugal","Alentejo","Paulo Laureano",4,52,13.65,2016,"White","Private Selection Vinhas Velhas Branco 2016 - Paulo Laureano, Alentejo"
"Heugumber 2016","Germany","Baden","Ziereisen",3.4,52,5.5,2016,"White","Heugumber 2016 - Ziereisen, Baden"
"L'Elfo Pinot Grigio 2019","Italy","Veneto","Sacchetto",3.7,52,6.19,2019,"White","L'Elfo Pinot Grigio 2019 - Sacchetto, Veneto"
"Inzolia - Chardonnay 2018","Italy","Terre Siciliane","Roccaperciata",3.4,52,5.68,2018,"White","Inzolia - Chardonnay 2018 - Roccaperciata, Terre Siciliane"
"Gorges 2015","France","Muscadet-Sevre et Maine","Pépière",3.9,52,17.06,2015,"White","Gorges 2015 - Pépière, Muscadet-Sevre et Maine"
"Juffer Riesling Trocken GG 2018","Germany","Mosel","Fritz Haag",3.9,52,23.9,2018,"White","Juffer Riesling Trocken GG 2018 - Fritz Haag, Mosel"
"Zeltinger Sonnenuhr Riesling Auslese*** 2003","Germany","Mosel","Markus Molitor",4.1,52,49.99,2003,"White","Zeltinger Sonnenuhr Riesling Auslese*** 2003 - Markus Molitor, Mosel"
"Steirische Klassik Sauvignon Blanc 2014","Austria","Südsteiermark","Gross",3.7,52,19.39,2014,"White","Steirische Klassik Sauvignon Blanc 2014 - Gross, Südsteiermark"
"Varietal Chardonnay 2019","Chile","Central Valley","Santa Helena",3.1,52,4.89,2019,"White","Varietal Chardonnay 2019 - Santa Helena, Central Valley"
"Sauvignon Blanc 2018","Argentina","Mendoza","Mariflor",4.3,52,22.42,2018,"White","Sauvignon Blanc 2018 - Mariflor, Mendoza"
"Chardonnay Toscana Collezione Privata 2018","Italy","Toscana","Isole e Olena",4.4,52,53.84,2018,"White","Chardonnay Toscana Collezione Privata 2018 - Isole e Olena, Toscana"
"Geheimrat J Riesling Spätlese Trocken 2012","Germany","Rheingau","Weingüter Wegeler",4.1,52,24.9,2012,"White","Geheimrat J Riesling Spätlese Trocken 2012 - Weingüter Wegeler, Rheingau"
"Gewürztraminer Alsace Grand Cru Hatschbourg 2017","France","Alsace Grand Cru","Wolfberger",4,52,18.42,2017,"White","Gewürztraminer Alsace Grand Cru Hatschbourg 2017 - Wolfberger, Alsace Grand Cru"
"Héritage Chardonnay 2018","France","Pays d'Oc","Château Guilhem",3.7,52,6.58,2018,"White","Héritage Chardonnay 2018 - Château Guilhem, Pays d'Oc"
"Albarino 2018","Spain","Rías Baixas","Atlantik",3.8,52,9.9,2018,"White","Albarino 2018 - Atlantik, Rías Baixas"
"Chardonnay 2018","Germany","Pfalz","Friedrich Becker",3.6,52,10.72,2018,"White","Chardonnay 2018 - Friedrich Becker, Pfalz"
"Premium Tămâioasă Românească Sec 2018","Romania","Dealu Mare","Budureasca",3.6,52,10.5,2018,"White","Premium Tămâioasă Românească Sec 2018 - Budureasca, Dealu Mare"
"Camino del Pelegrino (Peregrino) Albariño 2018","Spain","Galicia","Pazo Señorans",3.5,52,14.13,2018,"White","Camino del Pelegrino (Peregrino) Albariño 2018 - Pazo Señorans, Galicia"
"Sauvignon Blanc Rueda 2018","Spain","Rueda","Blume",3.4,53,5.99,2018,"White","Sauvignon Blanc Rueda 2018 - Blume, Rueda"
"Chardonnay 2017","South Africa","Cape Point","Cape Point Vineyards",3.9,53,19.9,2017,"White","Chardonnay 2017 - Cape Point Vineyards, Cape Point"
"Isliedh 2018","South Africa","Cape Point","Cape Point Vineyards",4.1,53,31.95,2018,"White","Isliedh 2018 - Cape Point Vineyards, Cape Point"
"Pinot Bianco Vial 2018","Italy","Trentino-Alto Adige","Cantina Kaltern",3.7,53,11.6,2018,"White","Pinot Bianco Vial 2018 - Cantina Kaltern, Trentino-Alto Adige"
"Ungstein Scheurebe 2017","Germany","Pfalz","Pfeffingen",3.8,53,12.95,2017,"White","Ungstein Scheurebe 2017 - Pfeffingen, Pfalz"
"Mercurey Clos Rochette 2018","France","Mercurey","Faiveley",4.1,53,20.95,2018,"White","Mercurey Clos Rochette 2018 - Faiveley, Mercurey"
"Alleskönner Weiss 2018","Germany","Rheinhessen","Becker Landgraf",3.8,53,7.7,2018,"White","Alleskönner Weiss 2018 - Becker Landgraf, Rheinhessen"
"Pratto Bianco (Pratto Benaco Bresciano) 2018","Italy","Benaco Bresciano","Cà dei Frati",4.1,53,14.52,2018,"White","Pratto Bianco (Pratto Benaco Bresciano) 2018 - Cà dei Frati, Benaco Bresciano"
"Chablis 2018","France","Chablis","Domaine des Héritières",3.6,53,15.06,2018,"White","Chablis 2018 - Domaine des Héritières, Chablis"
"Klausen Sauvignon Blanc 2017","Austria","Steiermark","Neumeister",3.9,53,23.52,2017,"White","Klausen Sauvignon Blanc 2017 - Neumeister, Steiermark"
"Amarela 2018","Italy","Marche","Garofoli",3.3,53,5.9,2018,"White","Amarela 2018 - Garofoli, Marche"
"Chardonnay 2013","Slovenia","Goriška Brda","Edi Simčič",3.8,53,20.99,2013,"White","Chardonnay 2013 - Edi Simčič, Goriška Brda"
"Markus Pfaffmann Grauburgunder Trocken 2019","Germany","Pfalz","Karl Pfaffmann",3.9,53,6.6,2019,"White","Markus Pfaffmann Grauburgunder Trocken 2019 - Karl Pfaffmann, Pfalz"
"Chardonnay Prestige Cuvée 2018","South Africa","Robertson","Bon Courage",3.8,53,7.79,2018,"White","Chardonnay Prestige Cuvée 2018 - Bon Courage, Robertson"
"Vignes Blanches Pouilly-Fuissé 2016","France","Pouilly-Fuissé","Domaine Saumaize-Michelin",3.9,53,24.95,2016,"White","Vignes Blanches Pouilly-Fuissé 2016 - Domaine Saumaize-Michelin, Pouilly-Fuissé"
"Am Schwarzen Herrgott Riesling 2016","Germany","Rheinhessen","Battenfeld Spanier",4.2,53,41.58,2016,"White","Am Schwarzen Herrgott Riesling 2016 - Battenfeld Spanier, Rheinhessen"
"Oppenheim Riesling 2017","Germany","Rheinhessen","Kühling-Gillot",4,53,17.45,2017,"White","Oppenheim Riesling 2017 - Kühling-Gillot, Rheinhessen"
"L'U Umbria Bianco 2018","Italy","Umbria","Lungarotti",3.8,53,10.71,2018,"White","L'U Umbria Bianco 2018 - Lungarotti, Umbria"
"Riesling 2018","Hungary","Tolna","Tűzkő",3.4,53,7.66,2018,"White","Riesling 2018 - Tűzkő, Tolna"
"Verdejo 2018","Spain","Rueda","Intruso",3.6,53,8.28,2018,"White","Verdejo 2018 - Intruso, Rueda"
"Riesling Heiligenstein 2018","Austria","Kamptal","Weingut Bründlmayer",3.9,53,22.91,2018,"White","Riesling Heiligenstein 2018 - Weingut Bründlmayer, Kamptal"
"Moscato 2018","Spain","Valencia","The Tapas Wine Collection",3.9,53,7.53,2018,"White","Moscato 2018 - The Tapas Wine Collection, Valencia"
"Chardonnay 2018","South Africa","Stellenbosch","Vergelegen",3.6,53,13.99,2018,"White","Chardonnay 2018 - Vergelegen, Stellenbosch"
"Sauvignon Blanc Trocken 2019","Germany","Pfalz","Knipser",4,53,9.85,2019,"White","Sauvignon Blanc Trocken 2019 - Knipser, Pfalz"
"Wehlener Sonnenuhr Riesling Kabinett 2015","Germany","Mosel","Markus Molitor",3.9,53,19.95,2015,"White","Wehlener Sonnenuhr Riesling Kabinett 2015 - Markus Molitor, Mosel"
"Μαλαγουζιά (Malagouziá) 2017","Greece","Achaia","Tetramythos",3.5,53,9.9,2017,"White","Μαλαγουζιά (Malagouziá) 2017 - Tetramythos, Achaia"
"Müller Thurgau 2018","Italy","Südtirol - Alto Adige","Tiefenbrunner",3.7,53,10.09,2018,"White","Müller Thurgau 2018 - Tiefenbrunner, Südtirol - Alto Adige"
"Punggl Pinot Grigio 2018","Italy","Südtirol - Alto Adige","Nals Margreid",3.9,53,14.9,2018,"White","Punggl Pinot Grigio 2018 - Nals Margreid, Südtirol - Alto Adige"
"Chablis 2018","France","Chablis","Chartron et Trébuchet",3.8,53,22.95,2018,"White","Chablis 2018 - Chartron et Trébuchet, Chablis"
"Fabelhaft Riesling 2017","Germany","Mosel","Fio",3.4,53,10.35,2017,"White","Fabelhaft Riesling 2017 - Fio, Mosel"
"Ferentano Lazio 2016","Italy","Lazio","Falesco",3.9,53,26.18,2016,"White","Ferentano Lazio 2016 - Falesco, Lazio"
"Taylors Pass Vineyard Chardonnay 2016","New Zealand","Marlborough","Villa Maria",3.8,53,22.1,2016,"White","Taylors Pass Vineyard Chardonnay 2016 - Villa Maria, Marlborough"
"La Fontaine Aux Enfants Cru d'Alsace 2016","France","Alsace","Marc Kreydenweiss",3.7,53,22,2016,"White","La Fontaine Aux Enfants Cru d'Alsace 2016 - Marc Kreydenweiss, Alsace"
"Mandelpfad Riesling GG 2017","Germany","Pfalz","Knipser",3.8,54,27,2017,"White","Mandelpfad Riesling GG 2017 - Knipser, Pfalz"
"Gewurztraminer 2016","France","Alsace","Jean-Rémy Haeffelin",3.6,54,10.71,2016,"White","Gewurztraminer 2016 - Jean-Rémy Haeffelin, Alsace"
"La Fontaine Aux Enfants Cru d'Alsace 2015","France","Alsace","Marc Kreydenweiss",3.8,54,22,2015,"White","La Fontaine Aux Enfants Cru d'Alsace 2015 - Marc Kreydenweiss, Alsace"
